Pathogen,taxa
H1,A/Alaska/3721/2014|A/Alaska/3721/2014|HA|unknown|02/14/2014
H1,A/Alabama/3718/2014|A/Alabama/3718/2014|HA|unknown|03/19/2014
H1,A/Gainesville/03/2014|A/Gainesville/03/2014|HA|unknown|01/12/2014
H1,A/Gainesville/05/2014|A/Gainesville/05/2014|HA|unknown|01/15/2014
H1,A/Utah/3699/2013|A/Utah/3699/2013|HA|unknown|12/23/2013
H1,A/Texas/3665/2014|A/Texas/3665/2014|HA|unknown|01/03/2014
H1,A/Oklahoma/3640/2013|A/Oklahoma/3640/2013|HA|unknown|12/26/2013
H1,A/North_Carolina/3632/2013|A/North_Carolina/3632/2013|HA|unknown|12/30/2013
H1,A/North_Carolina/3630/2013|A/North_Carolina/3630/2013|HA|unknown|12/26/2013
H1,A/Mississippi/3610/2013|A/Mississippi/3610/2013|HA|unknown|12/18/2013
H1,A/Kentucky/3590/2014|A/Kentucky/3590/2014|HA|unknown|01/02/2014
H1,A/Florida/3567/2013|A/Florida/3567/2013|HA|unknown|12/30/2013
H1,A/Colorado/3561/2013|A/Colorado/3561/2013|HA|unknown|12/10/2013
H1,A/Colorado/3554/2013|A/Colorado/3554/2013|HA|unknown|12/30/2013
H1,A/Colorado/3552/2013|A/Colorado/3552/2013|HA|unknown|12/19/2013
H1,A/California/3547/2014|A/California/3547/2014|HA|unknown|01/16/2014
H1,A/California/3537/2013|A/California/3537/2013|HA|unknown|12/31/2013
H1,A/Alaska/3527/2013|A/Alaska/3527/2013|HA|unknown|12/25/2013
H1,A/Texas/3508/2013|A/Texas/3508/2013|HA|unknown|12/04/2013
H1,A/Arkansas/3495/2013|A/Arkansas/3495/2013|HA|unknown|12/04/2013
H1,A/California/3494/2013|A/California/3494/2013|HA|unknown|12/04/2013
H1,2014704987_246269_v1_4|A/Michigan/02/2014|HA|pdm09|01/08/2014
H1,2014755869_252161_v1_4|A/Virginia/09/2014|HA|pdm09|04/07/2014
H1,2014701688_250028_v1_4|A/Washington/07/2014|HA|pdm09|02/10/2014
H1,2014704082_251068_v1_4|A/Minnesota/03/2014|HA|pdm09|03/16/2014
H1,2014700171_242333_v1_4|A/Minnesota/08/2013|HA|pdm09|10/03/2013
H1,2014704047_250472_v1_4|A/Delaware/02/2014|HA|pdm09|03/05/2014
H1,2014703645_244199_v1_4|A/Delaware/15/2013|HA|pdm09|12/02/2013
H1,2014705765_246012_v1_4|A/Washington/50/2013|HA|pdm09|12/31/2013
H1,2014701778_251270_v1_4|A/Washington/09/2014|HA|pdm09|03/04/2014
H1,2014705552_242622_v1_4|A/California/25/2013|HA|pdm09|10/23/2013
H1,2014701874_251533_v1_4|A/Hawaii/01/2014|HA|pdm09|02/03/2014
H1,2014701883_252004_v1_4|A/Oklahoma/06/2014|HA|pdm09|03/17/2014
H1,2014701630_249840_v1_4|A/Oklahoma/03/2014|HA|pdm09|02/04/2014
H1,2013843239_241372_v1_4|A/Louisiana/06/2013|HA|pdm09|09/03/2013
H1,2014704340_252524_v1_4|A/Wisconsin/08/2014|HA|pdm09|04/09/2014
H1,2013843094_241520_v1_4|A/Wisconsin/13/2013|HA|pdm09|09/05/2013
H1,2014755860_252906_v1_4|A/Michigan/04/2014|HA|pdm09|03/25/2014
H1,2014701729_249852_v1_4|A/Iowa/02/2014|HA|pdm09|02/19/2014
H1,2014760081_253115_v1_4|A/Indiana/06/2014|HA|pdm09|04/23/2014
H1,2014703299_248806_v1_4|A/Indiana/03/2014|HA|pdm09|02/04/2014
H1,2014759967_251437_v1_4|A/Kentucky/03/2014|HA|pdm09|03/06/2014
H1,2014704596_242511_v1_4|A/Kentucky/07/2013|HA|pdm09|10/24/2013
H1,2014701608_249833_v1_4|A/Alaska/03/2014|HA|pdm09|02/01/2014
H1,2014755580_250582_v1_4|A/Pennsylvania/16/2014|HA|pdm09|01/26/2014
H1,2014755525_250581_v1_4|A/Pennsylvania/14/2014|HA|pdm09|01/17/2014
H1,2014703516_246335_v1_4|A/Pennsylvania/07/2013|HA|pdm09|10/02/2013
H1,2014760008_251880_v1_4|A/Colorado/07/2014|HA|pdm09|03/25/2014
H1,2014704601_242509_v1_4|A/Colorado/04/2013|HA|pdm09|10/25/2013
H1,2014704967_246261_v1_4|A/South_Carolina/11/2013|HA|pdm09|12/17/2013
H1,2014704589_242505_v1_4|A/South_Carolina/04/2013|HA|pdm09|10/10/2013
H1,2014759959_251457_v1_4|A/Illinois/03/2014|HA|pdm09|03/02/2014
H1,2014760013_251884_v1_4|A/Wyoming/03/2014|HA|pdm09|03/09/2014
H1,2013845912_241590_v1_4|A/Wyoming/04/2013|HA|pdm09|09/14/2013
H1,2014760045_252283_v1_4|A/North_Dakota/02/2014|HA|pdm09|03/28/2014
H1,2014766350_255444_v1_4|A/Maryland/12/2014|HA|pdm09|04/22/2014
H1,2014704168_251381_v1_4|A/Maryland/09/2014|HA|pdm09|03/08/2014
H1,2014705299_248943_v1_4|A/Maryland/06/2014|HA|pdm09|01/18/2014
H1,2014754655_247280_v1_4|A/Maryland/01/2014|HA|pdm09|01/11/2014
H1,2014704117_251084_v1_4|A/Texas/16/2014|HA|pdm09|03/05/2014
H1,2014702226_246377_v1_4|A/Texas/08/2014|HA|pdm09|01/09/2014
H1,2014701378_245776_v1_4|A/Texas/100/2013|HA|pdm09|12/12/2013
H1,2014703563_243300_v1_4|A/Texas/42/2013|HA|pdm09|10/22/2013
H1,2014754905_250059_v1_4|A/Maine/02/2014|HA|pdm09|02/12/2014
H1,2014704023_250476_v1_4|A/Maine/03/2014|HA|pdm09|03/12/2014
H1,2014704296_252530_v1_4|A/New_York/09/2014|HA|pdm09|04/02/2014
H1,2014759997_251883_v1_4|A/North_Carolina/11/2014|HA|pdm09|03/08/2014
H1,2014703491_250898_v1_4|A/North_Carolina/10/2014|HA|pdm09|03/13/2014
H1,2014703072_246763_v1_4|A/North_Carolina/23/2013|HA|pdm09|12/23/2013
H1,2014703867_246205_v1_4|A/New_Jersey/27/2013|HA|pdm09|12/22/2013
H1,2014704881_245182_v1_4|A/Utah/35/2013|HA|pdm09|12/26/2013
H1,2014704544_242204_v1_4|A/Utah/09/2013|HA|pdm09|10/06/2013
H1,2014703095_247356_v1_4|A/Florida/09/2014|HA|pdm09|01/15/2014
H1,A/Iowa/19/2014|A/Iowa/19/2014|HA|unknown|11/05/2014
H1,A/Florida/63/2014|A/Florida/63/2014|HA|unknown|11/07/2014
H1,A/Florida/47/2015|A/Florida/47/2015|HA|unknown|04/15/2015
H1,A/Delaware/39/2015|A/Delaware/39/2015|HA|unknown|04/13/2015
H1,A/New_York/4880/2015|A/New_York/4880/2015|HA|unknown|04/08/2015
H1,A/California/92/2014|A/California/92/2014|HA|unknown|10/08/2014
H1,A/California/56/2014|A/California/56/2014|HA|unknown|12/29/2014
H1,A/Hawaii/01/2015|A/Hawaii/01/2015|HA|unknown|01/04/2015
H1,A/Hawaii/25/2015|A/Hawaii/25/2015|HA|unknown|02/25/2015
H1,A/California/33/2015|A/California/33/2015|HA|unknown|01/15/2015
H1,A/Hawaii/18/2015|A/Hawaii/18/2015|HA|unknown|04/02/2015
H1,A/Washington/19/2015|A/Washington/19/2015|HA|unknown|02/12/2015
H1,A/Wisconsin/25/2015|A/Wisconsin/25/2015|HA|unknown|03/11/2015
H1,A/Hawaii/09/2015|A/Hawaii/09/2015|HA|unknown|02/07/2015
H1,A/Ohio/08/2015|A/Ohio/08/2015|HA|unknown|02/25/2015
H1,A/Montana/08/2015|A/Montana/08/2015|HA|unknown|02/26/2015
H1,A/California/23/2015|A/California/23/2015|HA|unknown|02/23/2015
H1,A/Washington/20/2015|A/Washington/20/2015|HA|unknown|03/23/2015
H1,A/Washington/23/2015|A/Washington/23/2015|HA|unknown|03/01/2015
H1,A/Minnesota/04/2015|A/Minnesota/04/2015|HA|unknown|02/12/2015
H1,A/Hawaii/17/2015|A/Hawaii/17/2015|HA|unknown|02/24/2015
H1,A/Minnesota/23/2014|A/Minnesota/23/2014|HA|unknown|09/06/2014
H1,A/Wisconsin/28/2014|A/Wisconsin/28/2014|HA|unknown|10/06/2014
H1,A/Hawaii/55/2014|A/Hawaii/55/2014|HA|unknown|09/14/2014
H1,A/California/35/2015|A/California/35/2015|HA|unknown|01/09/2015
H1,A/Hawaii/29/2015|A/Hawaii/29/2015|HA|unknown|02/28/2015
H1,A/California/80/2015|A/California/80/2015|HA|unknown|03/18/2015
H1,A/Hawaii/40/2015|A/Hawaii/40/2015|HA|unknown|04/22/2015
H1,A/New_Mexico/17/2015|A/New_Mexico/17/2015|HA|unknown|03/11/2015_2
H1,A/Montana/05/2015|A/Montana/05/2015|HA|unknown|02/17/2015
H1,A/Virginia/40/2014|A/Virginia/40/2014|HA|unknown|12/22/2014
H1,A/Utah/28/2014|A/Utah/28/2014|HA|unknown|11/25/2014
H1,A/Hawaii/67/2014|A/Hawaii/67/2014|HA|unknown|10/12/2014
H1,A/Hawaii/30/2015|A/Hawaii/30/2015|HA|unknown|04/13/2015
H1,A/North_Dakota/01/2015|A/North_Dakota/01/2015|HA|unknown|01/08/2015
H1,A/Massachusetts/15/2014|A/Massachusetts/15/2014|HA|unknown|10/21/2014
H1,A/New_York/41/2014|A/New_York/41/2014|HA|unknown|12/18/2014
H1,A/Iowa/24/2014|A/Iowa/24/2014|HA|unknown|12/02/2014
H1,A/Washington/59/2014|A/Washington/59/2014|HA|unknown|11/25/2014
H1,3000094145_264011_v1_4|A/Virginia/40/2014|HA|pdm09|12/22/2014
H1,3000096406_267738_v1_4|A/Montana/08/2015|HA|pdm09|02/26/2015
H1,3000096314_266634_v1_4|A/Montana/05/2015|HA|pdm09|02/17/2015
H1,3000383799_269620_v1_4|A/Delaware/40/2015|HA|pdm09|04/13/2015
H1,3000094461_267627_v1_4|A/Washington/19/2015|HA|pdm09|02/12/2015
H1,3000094555_268323_v1_4|A/Washington/23/2015|HA|pdm09|03/01/2015
H1,3000096975_264557_v1_4|A/Washington/59/2014|HA|pdm09|11/25/2014
H1,3000385630_271193_v1_4|A/California/80/2015|HA|pdm09|03/18/2015
H1,3000094680_269792_v1_4|A/California/56/2014|HA|pdm09|12/29/2014
H1,3000094679_269798_v1_4|A/California/49/2015|HA|pdm09|01/26/2015
H1,3000094605_268322_v1_4|A/California/23/2015|HA|pdm09|02/23/2015
H1,3000384271_270463_v1_4|A/South_Dakota/16/2015|HA|pdm09|03/14/2015
H1,3000385616_271188_v1_4|A/Hawaii/29/2015|HA|pdm09|02/28/2015
H1,3000385714_271727_v1_4|A/Hawaii/40/2015|HA|pdm09|04/22/2015
H1,3000385618_271177_v1_4|A/Hawaii/30/2015|HA|pdm09|04/13/2015
H1,3000385552_270289_v1_4|A/Hawaii/26/2015|HA|pdm09|03/16/2015
H1,3000385551_270305_v1_4|A/Hawaii/25/2015|HA|pdm09|02/25/2015
H1,3000094675_269808_v1_4|A/Hawaii/18/2015|HA|pdm09|04/02/2015
H1,3000094670_269820_v1_4|A/Hawaii/17/2015|HA|pdm09|02/24/2015
H1,3000094494_268062_v1_4|A/Hawaii/09/2015|HA|pdm09|02/07/2015
H1,3000097055_265402_v1_4|A/Hawaii/01/2015|HA|pdm09|01/04/2015
H1,3000092767_260053_v1_4|A/Hawaii/55/2014|HA|pdm09|09/14/2014
H1,3000096893_263562_v1_4|A/Hawaii/64/2014|HA|pdm09|12/05/2014
H1,3000096726_260640_v1_4|A/Hawaii/57/2014|HA|pdm09|10/02/2014
H1,3000385612_271160_v1_4|A/Louisiana/03/2015|HA|pdm09|04/14/2015
H1,3000383689_268901_v1_4|A/Washington/20/2015|HA|pdm09|03/23/2015
H1,3000383648_268268_v1_4|A/Wisconsin/25/2015|HA|pdm09|03/11/2015
H1,3000097216_260208_v1_4|A/Wisconsin/51/2014|HA|pdm09|10/28/2014
H1,3000097732_266916_v1_4|A/Florida/62/2014|HA|pdm09|10/28/2014
H1,3000097761_262392_v1_4|A/Florida/63/2014|HA|pdm09|11/07/2014
H1,3000097761_261678_v1_4|A/Florida/63/2014|HA|pdm09|11/07/2014
H1,3000097761_260534_v1_4|A/Florida/63/2014|HA|pdm09|11/07/2014
H1,3000096929_263545_v1_4|A/Iowa/24/2014|HA|pdm09|12/02/2014
H1,3000097008_264968_v1_4|A/Iowa/01/2015|HA|pdm09|01/07/2015
H1,3000096934_263561_v1_4|A/Iowa/02/2015|HA|pdm09|01/07/2015
H1,3000093020_262456_v1_4|A/Iowa/19/2014|HA|pdm09|11/05/2014
H1,3000096933_263542_v1_4|A/Iowa/01/2015|HA|pdm09|01/07/2015
H1,3000093020_262935_v1_4|A/Iowa/19/2014|HA|pdm09|11/05/2014
H1,3000093020_260381_v1_4|A/Iowa/19/2014|HA|pdm09|11/05/2014
H1,3000096342_272556_v1_4|A/Indiana/08/2015|HA|pdm09|01/28/2015
H1,3000096343_266643_v1_4|A/Indiana/08/2015|HA|pdm09|01/28/2015
H1,3000092233_264942_v1_4|A/Alaska/38/2014|HA|pdm09|09/03/2014
H1,3000092232_263726_v1_4|A/Alaska/37/2014|HA|pdm09|09/03/2014
H1,3000092233_259812_v1_4|A/Alaska/38/2014|HA|pdm09|09/03/2014
H1,3000092232_259811_v1_4|A/Alaska/37/2014|HA|pdm09|09/03/2014
H1,3000093435_263580_v1_4|A/New_Hampshire/01/2015|HA|pdm09|01/07/2015
H1,3000092759_260129_v1_4|A/Illinois/08/2014|HA|pdm09|10/18/2014
H1,3000098170_265044_v1_4|A/North_Dakota/01/2015|HA|pdm09|01/08/2015
H1,3000094641_272348_v1_4|A/New_Mexico/17/2015|HA|pdm09|03/11/2015
H1,3000094642_269821_v1_4|A/New_Mexico/17/2015|HA|pdm09|03/11/2015
H1,3000097614_264460_v1_4|A/New_York/41/2014|HA|pdm09|12/18/2014
H1,3000383998_271098_v1_4|A/New_Jersey/47/2015|HA|pdm09|04/16/2015
H1,3000097831_261595_v1_4|A/Utah/28/2014|HA|pdm09|11/25/2014
H1,3000384289_270441_v1_4|A/Florida/47/2015|HA|pdm09|04/15/2015
H1,A-Florida-62-2014E4E2h1O|A/FLORIDA/62/2014|HA|pdm09|10/28/2014
H1,A-Laos-1187-2014h1N|A/LAOS/1187/2014|HA|pdm09|11/18/2014
H1,A-St_Petersburg-61-2015h1F|A/ST_PETERSBURG/61/2015|HA|pdm09|02/20/2015
H1,A-Bangladesh-5381-2015h1A|A/BANGLADESH/5381/2015|HA|pdm09|04/18/2015
H1,A-Peru-06-2015h1A|A/PERU/06/2015|HA|pdm09|04/29/2015
H1,A/Gainesville/01/2016|A/Gainesville/01/2016|HA|unknown|01/20/2016
H1,3025625637_288855_v1_4|A/Texas/46/2016|HA|pdm09|03/07/2016
H1,3000415985_284778_v1_4|A/Pennsylvania/54/2015|HA|pdm09|12/14/2015
H1,3025626101_ZZYPO7HQ_v1_4|A/Montana/32/2016|HA|pdm09|03/06/2016
H1,3025626357_ZZYPO8JV_v1_4|A/Minnesota/44/2016|HA|pdm09|03/31/2016
H1,3025626083_ZZYPO7E5_v1_4|A/Minnesota/40/2016|HA|pdm09|03/20/2016
H1,3000416394_286583_v1_4|A/Minnesota/07/2016|HA|pdm09|02/11/2016
H1,3025626185_ZZYPO85T_v1_4|A/Delaware/17/2016|HA|pdm09|03/28/2016
H1,3025626067_ZZYPO7DE_v1_4|A/Washington/43/2016|HA|pdm09|03/11/2016
H1,3025625829_ZZYPO6DU_v1_4|A/Washington/39/2016|HA|pdm09|03/07/2016
H1,3025625352_287508_v1_4|A/California/51/2016|HA|pdm09|02/02/2016
H1,3000413528_283687_v1_4|A/California/90/2015|HA|pdm09|09/12/2015
H1,3000413526_280972_v1_4|A/California/88/2015|HA|pdm09|09/27/2015
H1,3025624921_286548_v1_4|A/Nevada/12/2016|HA|pdm09|02/04/2016
H1,3025624406_284215_v1_4|A/Arizona/40/2015|HA|pdm09|12/01/2015
H1,3025625453_ZZYPO4GX_v1_4|A/Hawaii/10/2016|HA|pdm09|02/21/2016
H1,3000413778_280793_v1_4|A/Hawaii/59/2015|HA|pdm09|09/18/2015
H1,3025625250_ZZYPO3HW_v1_4|A/Washington/28/2016|HA|pdm09|02/19/2016
H1,3000415736_283744_v1_4|A/Arkansas/01/2016|HA|pdm09|01/09/2016
H1,3000413995_281345_v1_4|A/Arkansas/10/2015|HA|pdm09|11/05/2015
H1,3025626152_ZZYPO7P7_v1_4|A/Michigan/61/2016|HA|pdm09|02/27/2016
H1,3000413813_284309_v1_4|A/Michigan/57/2015|HA|pdm09|10/05/2015
H1,3025624981_286784_v1_4|A/Florida/16/2016|HA|pdm09|02/06/2016
H1,3025625436_ZZYPO4FX_v1_4|A/Mississippi/10/2016|HA|pdm09|03/04/2016
H1,3025624341_283438_v1_4|A/Iowa/55/2015|HA|pdm09|12/16/2015
H1,3025625220_ZZYPO31K_v1_4|A/Indiana/23/2016|HA|pdm09|02/10/2016
H1,3000477691_288428_v1_4|A/Texas/38/2016|HA|pdm09|02/09/2016
H1,3000477683_288420_v1_4|A/Texas/81/2016|HA|pdm09|02/19/2016
H1,3025626202_ZZYPO86N_v1_4|A/Oregon/11/2016|HA|pdm09|03/18/2016
H1,3000477851_288801_v1_4|A/Georgia/24/2016|HA|pdm09|02/24/2016
H1,3025626130_ZZYPO7O3_v1_4|A/New_Hampshire/10/2016|HA|pdm09|03/15/2016
H1,3000415350_283704_v1_4|A/New_Hampshire/44/2015|HA|pdm09|12/04/2015
H1,3025626237_ZZYPO8BB_v1_4|A/South_Carolina/13/2016|HA|pdm09|03/27/2016
H1,3025624849_286637_v1_4|A/Idaho/03/2016|HA|pdm09|01/19/2016
H1,3025626436_ZZYPO9A0_v1_4|A/North_Dakota/25/2016|HA|pdm09|03/28/2016
H1,3000415439_283329_v1_4|A/Maryland/22/2015|HA|pdm09|12/16/2015
H1,3025625964_ZZYPO6LU_v1_4|A/New_Mexico/18/2016|HA|pdm09|02/18/2016
H1,3000415808_284507_v1_4|A/New_Jersey/54/2015|HA|pdm09|12/30/2015
H1,3000415807_284504_v1_4|A/New_Jersey/01/2016|HA|pdm09|01/02/2016
H1,3000477455_287149_v1_4|A/Utah/13/2016|HA|pdm09|02/20/2016
H1,3000415442_283321_v1_4|A/Utah/18/2015|HA|pdm09|12/26/2015
H1,3025624335_283268_v1_4|A/Florida/99/2015|HA|pdm09|12/19/2015
H1,A/New_York/A-WC-LVD-16-058/2016|A/New_York/A-WC-LVD-16-058/2016|HA|unknown|02/29/2016
H1,A/Washington/5491/2016|A/Washington/5491/2016|HA|unknown|02/25/2016
H1,A/Utah/5488/2016|A/Utah/5488/2016|HA|unknown|03/11/2016
H1,A/Texas/5483/2016|A/Texas/5483/2016|HA|unknown|03/10/2016
H1,A/South_Dakota/5481/2016|A/South_Dakota/5481/2016|HA|unknown|03/25/2016
H1,A/North_Carolina/5475/2016|A/North_Carolina/5475/2016|HA|unknown|03/23/2016
H1,A/Arkansas/5436/2016|A/Arkansas/5436/2016|HA|unknown|03/14/2016
H1,A/Arizona/5434/2016|A/Arizona/5434/2016|HA|unknown|03/25/2016
H1,A/Alabama/5359/2016|A/Alabama/5359/2016|HA|unknown|03/24/2016
H1,A/Alabama/5358/2016|A/Alabama/5358/2016|HA|unknown|03/22/2016
H1,A/Washington/5311/2016|A/Washington/5311/2016|HA|unknown|02/29/2016
H1,A/Washington/5308/2016|A/Washington/5308/2016|HA|unknown|02/19/2016
H1,A/California/5284/2016|A/California/5284/2016|HA|unknown|03/07/2016
H1,A/Massachusetts/5211/2016|A/Massachusetts/5211/2016|HA|unknown|02/29/2016
H1,A/California/5192/2016|A/California/5192/2016|HA|unknown|02/26/2016
H1,A/Arizona/5189/2016|A/Arizona/5189/2016|HA|unknown|03/08/2016
H1,A/Washington/5159/2016|A/Washington/5159/2016|HA|unknown|02/20/2016
H1,A/Ohio/5145/2016|A/Ohio/5145/2016|HA|unknown|03/04/2016
H1,A/Georgia/5120/2016|A/Georgia/5120/2016|HA|unknown|03/07/2016
H1,A/Georgia/5118/2016|A/Georgia/5118/2016|HA|unknown|03/04/2016
H1,A/Ohio/5084/2016|A/Ohio/5084/2016|HA|unknown|02/19/2016
H1,A/Alabama/5051/2016|A/Alabama/5051/2016|HA|unknown|02/17/2016
H1,A/Texas/5028/2016|A/Texas/5028/2016|HA|unknown|02/18/2016
H1,A/Mississippi/4974/2016|A/Mississippi/4974/2016|HA|unknown|01/22/2016
H1,A/Ohio/4937/2016|A/Ohio/4937/2016|HA|unknown|01/28/2016
H1,A/South_Carolina/NHRC_JX41516/2016|A/South_Carolina/NHRC_JX41516/2016|HA|pdm09|03/15/2016
H1,A/New_York/70/2015|A/New_York/70/2015|HA|unknown|10/26/2015
H1,3000477788_N8K8GZCZ_v1_4|A/Pennsylvania/54/2016|HA|pdm09|03/06/2016
H1,3025627071_ZZYPOBYE_v1_4|A/Rhode_Island/22/2016|HA|pdm09|04/19/2016
H1,3025627207_ZZYPOCUK_v1_4|A/Nebraska/17/2016|HA|pdm09|04/14/2016
H1,3025626569_ZZYPO9J4_v1_4|A/Nebraska/16/2016|HA|pdm09|03/28/2016
H1,3025626879_ZZYPOAZH_v1_4|A/Oklahoma/11/2016|HA|pdm09|04/12/2016
H1,3025626762_ZZYPOAS8_v1_4|A/Arkansas/12/2016|HA|pdm09|04/19/2016
H1,3000478192_290775_v1_4|A/Michigan/58/2016|HA|pdm09|04/07/2016
H1,3000478236_290861_v1_4|A/Massachusetts/25/2016|HA|pdm09|03/14/2016
H1,3025627196_ZZYPOCU2_v1_4|A/Massachusetts/34/2016|HA|pdm09|04/30/2016
H1,3025627156_ZZYPOCS3_v1_4|A/Florida/62/2016|HA|pdm09|04/22/2016
H1,3025627142_ZZYPOCRI_v1_4|A/Kentucky/23/2016|HA|pdm09|04/17/2016
H1,3000413949_293892_v1_4|A/Pennsylvania/22/2016|HA|pdm09|02/21/2016
H1,3000477576_290976_v1_4|A/Pennsylvania/27/2016|HA|pdm09|02/23/2016
H1,3000478269_294373_v1_4|A/Georgia/43/2016|HA|pdm09|02/22/2016
H1,3025626508_ZZYPO9HH_v1_4|A/Illinois/22/2016|HA|pdm09|03/06/2016
H1,3000416478_288791_v1_4|A/Maryland/06/2016|HA|pdm09|02/24/2016
H1,3000478221_290803_v1_4|A/Texas/110/2016|HA|pdm09|03/08/2016
H1,3025626942_ZZYPOBNV_v1_4|A/Texas/132/2016|HA|pdm09|04/11/2016
H1,3025626923_ZZYPOBLR_v1_4|A/Maine/16/2016|HA|pdm09|04/20/2016
H1,3025627247_ZZYPODD5_v1_4|A/New_Mexico/47/2016|HA|pdm09|04/18/2016
H1,3025627419_ZZYPOE74_v1_4|A/New_York/70/2016|HA|pdm09|04/11/2016
H1,16S2325|A/Iowa/53/2015|HA|pdm09|11/04/2015
H1,A/Michigan/45/2015__X275__16/248|A/Michigan/45/2015__X-275__16/248|HA|pdm09|10/05/2016
H1,A/New_York/A-WC-LVD-17-033/2017|A/New_York/A-WC-LVD-17-033/2017|HA|unknown|02/07/2017
H1,A/Maryland/6119/2017|A/Maryland/6119/2017|HA|unknown|03/03/2017
H1,A/Texas/6180/2017|A/Texas/6180/2017|HA|unknown|02/01/2017
H1,A/Texas/6178/2017|A/Texas/6178/2017|HA|unknown|02/01/2017
H1,A/Texas/6175/2017|A/Texas/6175/2017|HA|unknown|01/30/2017
H1,A/Oklahoma/6152/2017|A/Oklahoma/6152/2017|HA|unknown|03/01/2017
H1,A/North_Dakota/6295/2017|A/North_Dakota/6295/2017|HA|unknown|03/23/2017
H1,A/Mississippi/5642/2016|A/Mississippi/5642/2016|HA|unknown|12/07/2016
H1,3025629532_ZZYPOPW8_v1_4|A/Illinois/26/2017|HA|pdm09|03/16/2017
H1,3000482907_000J38CA_v1_4|A/Texas/89/2017|HA|pdm09|02/09/2017
H1,3000482856_N8K8HIWV_v1_4|A/Texas/86/2017|HA|pdm09|02/09/2017
H1,3000482515_N8K8HHLI_v1_4|A/Tennessee/20/2017|HA|pdm09|02/17/2017
H1,3000481127_N8K8HC8Q_v1_4|A/Michigan/29/2017|HA|pdm09|02/27/2017
H1,3025628940_ZZYPOMGJ_v1_4|A/Texas/43/2017|HA|pdm09|02/06/2017
H1,3025627640_302505_v1_4|A/Montana/50/2016|HA|pdm09|10/10/2016
H1,3025627992_ZZYPOGVW_v1_4|A/Montana/65/2016|HA|pdm09|12/06/2016
H1,3025627863_ZZYPOGBT_v1_4|A/Montana/60/2016|HA|pdm09|11/14/2016
H1,3025628809_ZZYUORPT_v1_4|A/Minnesota/09/2017|HA|pdm09|01/30/2017
H1,3025629544_ZZYPOQKU_v1_4|A/Minnesota/19/2017|HA|pdm09|03/12/2017
H1,3025627522_ZZYPOEXE_v1_4|A/Delaware/26/2016|HA|pdm09|09/29/2016
H1,3025630094_ZZYPOT6C_v1_4|A/Washington/290/2017|HA|pdm09|04/21/2017
H1,3025628976_ZZYPOMIG_v1_4|A/Washington/21/2017|HA|pdm09|02/10/2017
H1,3025629000_ZZYPOMKD_v1_4|A/Texas/49/2017|HA|pdm09|02/13/2017
H1,3025628579_ZZYPOK76_v1_4|A/Virginia/06/2017|HA|pdm09|01/11/2017
H1,3025629454_311556_v1_4|A/California/45/2017|HA|pdm09|02/12/2017
H1,3025630032_ZZYPOSMH_v1_4|A/California/54/2017|HA|pdm09|03/07/2017
H1,3025630033_ZZYPOSWW_v1_4|A/California/55/2017|HA|pdm09|03/29/2017
H1,3025629554_ZZYPOQM7_v1_4|A/California/48/2017|HA|pdm09|03/15/2017
H1,3025629453_ZZYPOPBN_v1_4|A/California/43/2017|HA|pdm09|02/10/2017
H1,3025629321_ZZYPOOO0_v1_4|A/California/34/2017|HA|pdm09|02/15/2017
H1,3025629082_ZZYPON68_v1_4|A/California/30/2017|HA|pdm09|01/13/2017
H1,3025628120_ZZYPOI7K_v1_4|A/California/193/2016|HA|pdm09|12/24/2016
H1,3025628628_ZZYPOKCG_v1_4|A/California/14/2017|HA|pdm09|01/23/2017
H1,3025628268_ZZYPOIAV_v1_4|A/California/205/2016|HA|pdm09|12/25/2016
H1,3025628121_ZZYPOHO6_v1_4|A/California/194/2016|HA|pdm09|12/26/2016
H1,3025627709_ZZYPOG0S_v1_4|A/California/153/2016|HA|pdm09|11/01/2016
H1,3025627998_ZZYPOGW6_v1_4|A/California/172/2016|HA|pdm09|12/07/2016
H1,3025629998_ZZYPOSKK_v1_4|A/Ohio/12/2017|HA|pdm09|04/23/2017
H1,3025629075_ZZYPON5R_v1_4|A/Ohio/07/2017|HA|pdm09|02/10/2017
H1,3025629481_ZZYPOPD0_v1_4|A/Rhode_Island/09/2017|HA|pdm09|02/21/2017
H1,3025629339_ZZYPOOP7_v1_4|A/South_Dakota/08/2017|HA|pdm09|02/05/2017
H1,3025627702_ZZYPOFSE_v1_4|A/South_Dakota/30/2016|HA|pdm09|10/24/2016
H1,3025629947_ZZYPOS42_v1_4|A/Arizona/23/2017|HA|pdm09|03/29/2017
H1,3025629207_ZZYPONWH_v1_4|A/Arizona/10/2017|HA|pdm09|02/19/2017
H1,3025630173_309953_v1_4|A/Hawaii/25/2017|HA|pdm09|04/20/2017
H1,3025630172_309952_v1_4|A/Hawaii/24/2017|HA|pdm09|04/05/2017
H1,3025628083_ZZYPOHM3_v1_4|A/Hawaii/100/2016|HA|pdm09|12/06/2016
H1,3000479932_000J341S_v1_4|A/Hawaii/66/2016|HA|pdm09|09/02/2016
H1,3025627685_ZZYPOFVG_v1_4|A/Hawaii/86/2016|HA|pdm09|10/07/2016
H1,3025629588_ZZYPOQ1I_v1_4|A/Oklahoma/16/2017|HA|pdm09|03/04/2017
H1,3025628603_ZZYPOKB8_v1_4|A/Oklahoma/04/2017|HA|pdm09|01/09/2017
